address,city,floor,id,latitude,longitude,price,rooms,sq,year
Prądnik Biały Siewna,Kraków,4.0,21345.0,50.09191320000001,19.9556743,416000.0,2.0,52.6,1980.0
Podgórze Zabłocie Przemysłowa,Kraków,0.0,27510.0,50.0484555,19.9597783,1250000.0,3.0,84.0,2010.0
Śródmieście Józefa Lewartowskiego,Warszawa,4.0,17506.0,52.2515448,20.9950394,460000.0,2.0,34.71,1962.0
Ursynów ul. Lasek Brzozowy,Warszawa,3.0,9787.0,52.1417203,21.05817009433051,570000.0,3.0,58.84,1984.0
Praga-Południe Gocław,Warszawa,4.0,14308.0,52.2286331,21.1065722,504300.0,2.0,45.0,2020.0
Podgórze Duchackie ul. Walerego Sławka,Kraków,3.0,24796.0,50.0242313,19.959569,439000.0,2.0,44.25,2021.0
Grunwald Górczyn Jakuba Krauthofera,Poznań,0.0,4889.0,52.386959,16.890867471542784,493100.0,3.0,64.06,2021.0
Włochy,Warszawa,1.0,18208.0,52.1861093,20.9484377,573000.0,3.0,61.0,2021.0
Praga-Południe Saska Kępa Międzynarodowa,Warszawa,6.0,8261.0,52.2333644,21.0678467,695000.0,2.0,45.22,2004.0
Grzegórzki Olsza Celarowska,Kraków,0.0,25559.0,50.081864,19.9546492,339999.0,2.0,36.44,1960.0
Mokotów ul. Białego Dębu 1,Warszawa,1.0,7790.0,52.183924,21.042562,879300.0,3.0,66.71,2021.0
Dębniki Komuny Paryskiej,Kraków,1.0,23218.0,49.9989124,19.8947491,997456.0,5.0,160.88,2022.0
Łagiewniki-Borek Fałęcki Łagiewniki,Kraków,4.0,29072.0,50.02325020000001,19.9346479,472000.0,3.0,79.0,1998.0
Praga-Południe Łukowska,Warszawa,7.0,13895.0,52.2368782,21.1124042,649000.0,3.0,72.0,1987.0
Prądnik Biały Andrzeja Frycza-Modrzewskiego,Kraków,6.0,25798.0,50.05088545,19.964248157558234,569000.0,2.0,48.4,2001.0
Zwierzyniec Wola Justowska Tadeusza Rogalskiego,Kraków,1.0,28163.0,50.0669449,19.8784473,1968374.0,5.0,126.33,2019.0
Dębniki,Kraków,5.0,21255.0,50.0518611,19.9270367,985000.0,3.0,76.89,2002.0
Bronowice Bartosza Głowackiego,Kraków,3.0,21718.0,50.0758896,19.90565730000001,410000.0,2.0,35.0,2021.0
Dębniki Kliny-Zacisze Bartla,Kraków,3.0,28224.0,49.9989363,19.8974534,690000.0,3.0,89.5,2006.0
Stare Miasto Piątkowo os. Władysława Jagiełły,Poznań,1.0,602.0,52.4760406,17.280037399999998,480000.0,3.0,69.0,1993.0
Podgórze,Kraków,5.0,20448.0,50.0430999,19.9529614,549000.0,2.0,47.88,2021.0
Śródmieście Szlak,Kraków,6.0,25227.0,50.0711279,19.935501100000003,899000.0,2.0,60.0,2010.0
Wola ul. Pustola,Warszawa,1.0,14214.0,52.2335922,20.9481684,545000.0,3.0,48.2,1964.0
Grzegórzki ul. płk. Francesco Nullo,Kraków,4.0,28814.0,50.0469432,19.99715343583669,459264.0,1.0,35.88,2022.0
Mokotów Sielce Sielecka,Warszawa,2.0,9409.0,52.2066919,21.0391423,449000.0,1.0,32.0,1956.0
Dębniki Ruczaj Raciborska,Kraków,3.0,23734.0,50.0208548,19.9042939,395000.0,2.0,48.0,2000.0
Grzegórzki Bajeczna,Kraków,1.0,27124.0,50.0574115,19.9766744,584955.0,2.0,45.0,2017.0
wielkopolskie,Poznań,3.0,872.0,52.4006632,16.919732591780882,642700.0,2.0,66.6,2019.0
Śródmieście,Warszawa,1.0,17088.0,52.2328098,21.019067,980000.0,2.0,50.0,1955.0
Grunwald Górczyn ul. Ceglana,Poznań,2.0,3487.0,52.3709933,16.863145899999996,777843.0,4.0,78.57,2020.0
Żoliborz,Warszawa,7.0,8160.0,52.26759439999999,20.9796975,549000.0,2.0,36.45,2014.0
Włochy CH Reduta Blue City,Warszawa,1.0,10552.0,52.2319581,21.0067249,625000.0,3.0,67.93,2021.0
Podgórze Duchackie,Kraków,0.0,20614.0,50.01618985,19.959420960382204,439000.0,3.0,47.5,1970.0
Mokotów Dolny Mokotów ul. Jurija Gagarina,Warszawa,3.0,16887.0,52.2069969,21.0483493,299000.0,1.0,19.4,1950.0
Śródmieście,Warszawa,6.0,15844.0,52.2328098,21.019067,350000.0,1.0,25.97,1985.0
Stare Miasto al. Adama Mickiewicza,Kraków,0.0,30013.0,49.97591170000001,19.8211382,519000.0,2.0,40.0,1947.0
Bemowo Nowe Górce,Warszawa,2.0,8014.0,52.2391078,20.9130415,695000.0,3.0,78.0,1998.0
Praga-Południe Kanadyjska,Warszawa,1.0,16732.0,52.2276379,21.062531,947000.0,3.0,79.6,2020.0
Krowodrza,Kraków,2.0,26884.0,50.07087985,19.916563118144783,310000.0,1.0,26.0,1974.0
Stare Miasto Naramowice Karpia,Poznań,0.0,3656.0,52.44491070000001,16.949034899999994,375000.0,2.0,35.95,2020.0
Wola Kasprzaka 31B,Warszawa,3.0,8096.0,52.22935015,20.973019149071746,529000.0,2.0,29.64,2015.0
Mokotów Kłobucka,Warszawa,8.0,13248.0,52.1599734,20.990916185264226,502763.0,2.0,36.7,2020.0
Bielany Klaudyny,Warszawa,6.0,17700.0,52.28298710000001,20.973798151710078,499000.0,2.0,45.6,1981.0
Praga-Południe Gocław,Warszawa,3.0,9947.0,52.2286331,21.1065722,443700.0,2.0,44.78,2022.0
Wola Juliana Konstantego Ordona,Warszawa,0.0,10940.0,52.2247928,20.9525803,646686.0,3.0,64.1,2021.0
Nowe Miasto Rataje,Poznań,8.0,766.0,52.3901295,16.9535909,300024.0,2.0,35.23,2022.0
Wilda Dolna Wilda ul. Stefana Czarnieckiego,Poznań,4.0,1025.0,52.3941575,16.9162342,460744.2,3.0,50.19,2022.0
Mokotów ul. Domaniewska 34B,Warszawa,2.0,9175.0,52.1839266,21.008725,913200.0,3.0,78.75,2022.0
Nowe Miasto Antoninek abpa Walentego Dymka,Poznań,4.0,3757.0,52.3938613,16.9910647,799146.0,5.0,98.66,2020.0
Stare Miasto Winogrady Księcia Mieszka I,Poznań,5.0,1575.0,52.4006632,16.919732591780882,415000.0,2.0,50.0,2007.0
Grzegórzki ul. Grzegórzecka,Kraków,1.0,28691.0,50.0587885,19.9500605,506220.0,1.0,38.94,2020.0
Bemowo Górczewska,Warszawa,6.0,10047.0,52.2388249,20.9139604,480000.0,2.0,41.23,2008.0
Praga-Południe,Warszawa,2.0,7458.0,52.2373961,21.0712578,600000.0,2.0,60.6,2005.0
Dębniki Ruczaj Bułgarska,Kraków,1.0,20782.0,50.02234470000001,19.917936,458000.0,2.0,42.59,2015.0
Śródmieście Nowogrodzka,Warszawa,4.0,12744.0,52.22786025,21.010887393782795,1325000.0,5.0,99.0,1913.0
Śródmieście Oboźna,Warszawa,3.0,8365.0,52.2319581,21.0067249,2450000.0,3.0,132.0,2006.0
Prądnik Czerwony Ostatnia,Kraków,4.0,19600.0,50.206341050000006,19.725886087733517,595000.0,2.0,50.8,2016.0
Nowa Huta Czyżyny Nowohucka 46,Kraków,1.0,30111.0,50.0558029,19.9993305,533792.0,3.0,61.71,2022.0
Stare Miasto Centrum Towarowa,Poznań,10.0,3360.0,52.4027575,16.9168233,2000000.0,4.0,107.0,2020.0
Ursynów Stanisława Herbsta,Warszawa,6.0,7215.0,52.1561543,21.034473100000003,985000.0,4.0,86.42,1988.0
Dębniki ul. Kobierzyńska,Kraków,2.0,20334.0,50.0264036,19.9118498,619000.0,3.0,57.36,2021.0
Wola ul. Marcina Kasprzaka,Warszawa,9.0,6753.0,52.227298450000006,20.953014207365527,367000.0,1.0,31.0,2021.0
Ursynów ul. Grażyny Bacewiczówny,Warszawa,0.0,12852.0,52.15531729999999,21.036781,530000.0,2.0,44.0,1981.0
Bronowice Stańczyka,Kraków,3.0,25848.0,50.0788285,19.8942504,419500.0,2.0,36.9,2021.0
Stare Miasto,Kraków,4.0,27984.0,50.0590398,19.937168297928988,490000.0,2.0,44.0,1935.0
Podgórze ul. Stanisława Klimeckiego,Kraków,2.0,24925.0,50.04922420000001,19.9703793,729000.0,3.0,71.73,2021.0
Prądnik Biały Bronowice Wielkie Ojcowska,Kraków,1.0,19194.0,50.0945304,19.8822588,790000.0,5.0,88.0,2015.0
Prądnik Biały Górka Narodowa,Kraków,3.0,24452.0,50.0974858,19.9592694,399000.0,2.0,42.18,2020.0
Podgórze gen. Tadeusza Kutrzeby,Kraków,2.0,29798.0,50.04066210000001,19.9422628,629000.0,2.0,52.83,1972.0
Praga-Południe Saska Kępa,Warszawa,0.0,10137.0,52.23280325,21.054660077101246,499000.0,2.0,36.4,1964.0
Wola,Warszawa,3.0,16354.0,52.2362379,20.9547815,560000.0,3.0,53.0,1960.0
Krowodrza Kazimierza Wielkiego,Kraków,1.0,28481.0,50.073573,19.9193678,380544.0,2.0,29.73,2020.0
Stare Miasto Piątkowo ul. Mateckiego,Poznań,0.0,6071.0,52.461312,16.897866,524390.0,4.0,75.02,2019.0
Prądnik Biały Starego Wiarusa,Kraków,2.0,30033.0,50.1014498,19.9179273,813400.0,4.0,83.0,2008.0
Nowa Huta Czyżyny ul. Stanisława Lema,Kraków,0.0,19268.0,50.0714424,19.9833876,910000.0,2.0,59.0,2018.0
Nowe Miasto Malta ul. Katowicka,Poznań,3.0,4993.0,52.39734489999999,16.9619394,358622.5,2.0,38.77,2022.0
Śródmieście Kremerowska,Kraków,2.0,29330.0,50.06787979999999,19.9296418,1499000.0,4.0,121.4,1910.0
Wola Czyste,Warszawa,1.0,15905.0,52.22006270000001,20.9652859,1140000.0,2.0,60.27,2018.0
Wola Odolany ul. Jana Kazimierza 47,Warszawa,2.0,12335.0,52.2245316,20.9479724,435000.0,1.0,32.22,2015.0
Bemowo,Warszawa,6.0,10977.0,52.2389738,20.913288100000006,580000.0,3.0,50.28,2020.0
Nowe Miasto Zawady ul. Studzienna,Poznań,0.0,2834.0,52.4205511,16.9649872,293797.0,2.0,39.62,2021.0
Jeżyce,Poznań,1.0,4911.0,52.413045,16.9022122,450000.0,3.0,74.76,1900.0
Stare Miasto,Kraków,3.0,23553.0,50.0590398,19.937168297928988,950000.0,4.0,90.0,1975.0
Ursynów Stokłosy Związku Walki Młodych,Warszawa,3.0,13912.0,52.1608918,21.0376685,740000.0,4.0,81.9,1980.0
Podgórze ul. Zabłocie 27,Kraków,2.0,19925.0,50.0478769,19.961368688357496,513734.4,2.0,39.64,2021.0
Grunwald Bułgarska,Poznań,1.0,631.0,52.3958369,16.8627283,399132.0,3.0,61.41,2020.0
Łagiewniki-Borek Fałęcki Borek Fałęcki Zaborze,Kraków,5.0,19129.0,50.01782120000001,19.9111299,375000.0,1.0,36.37,2014.0
Mokotów,Warszawa,8.0,6594.0,52.19398740000001,21.0457809,399000.0,2.0,28.0,1983.0
Wola,Warszawa,2.0,14455.0,52.2362379,20.9547815,498770.0,2.0,51.0,1955.0
Dębniki,Kraków,3.0,28896.0,50.0518611,19.9270367,1755837.0,3.0,77.09,2019.0
Podgórze,Kraków,0.0,29334.0,50.0430999,19.9529614,632500.0,2.0,50.0,1960.0
Jeżyce Wola ul. Janusza Meissnera,Poznań,2.0,4565.0,52.4181388,16.8637337,608025.6,4.0,79.17,2022.0
Bemowo ul. Człuchowska,Warszawa,2.0,16637.0,52.2282193,20.9144807,960000.0,3.0,76.7,2009.0
Bielany Młociny,Warszawa,1.0,15206.0,52.2907599,20.9298695,749000.0,3.0,71.5,2011.0
Dębniki,Kraków,2.0,25698.0,50.0518611,19.9270367,1290000.0,3.0,96.0,1910.0
Prądnik Biały,Kraków,5.0,24358.0,50.1035684,19.953603106301202,505000.0,3.0,65.0,2021.0
Grzegórzki ul. Fabryczna,Kraków,7.0,28874.0,50.058444,19.970235100000004,1136500.0,3.0,90.92,2021.0
Prądnik Czerwony Ugorek,Kraków,4.0,27983.0,50.0770694,19.980338600000003,526000.0,2.0,58.5,1965.0
Grzegórzki płk. Francesco Nullo,Kraków,1.0,25039.0,50.0596827,19.9674377,738545.0,3.0,61.29,2020.0
Centrum,Warszawa,10.0,7232.0,52.2311577,21.0100632,999000.0,3.0,63.0,2021.0
Ochota Białobrzeska,Warszawa,4.0,10922.0,52.21963605,20.977038801454672,990000.0,3.0,83.0,1938.0
Żoliborz,Warszawa,7.0,15376.0,52.26759439999999,20.9796975,549000.0,2.0,37.0,2014.0
Praga-Południe Grochów Dęby,Warszawa,2.0,16839.0,52.248076,21.1096611,760000.0,3.0,77.2,2008.0
Bemowo,Warszawa,1.0,18252.0,52.2389738,20.913288100000006,590000.0,2.0,52.0,2009.0
Mokotów Służewiec ul. Bokserska,Warszawa,4.0,6567.0,52.1696586,20.9970149,655756.0,3.0,67.7,2020.0
Krowodrza ul. Armii Krajowej,Kraków,6.0,19894.0,50.0700651,19.89798857748124,890000.0,4.0,77.0,2008.0
Mokotów,Warszawa,0.0,14001.0,52.19398740000001,21.0457809,820000.0,2.0,58.0,2017.0
Mistrzejowice ul. Piasta Kołodzieja,Kraków,9.0,23284.0,50.0986433,20.0132206,499722.0,3.0,67.53,2022.0
Grzegórzki Olsza,Kraków,4.0,28236.0,50.0789773,19.9605879,671000.0,4.0,71.0,2000.0
Krowodrza ul. Poznańska,Kraków,5.0,20538.0,50.0787276,19.9251684,1312000.0,3.0,82.0,2010.0
Podgórze,Kraków,5.0,21451.0,50.0430999,19.9529614,289000.0,1.0,29.6,2004.0
Stare Miasto Naramowice KARPIA,Poznań,1.0,690.0,52.44491070000001,16.949034899999994,339135.0,2.0,49.15,2021.0
Podgórze Płaszów,Kraków,1.0,21398.0,50.03453270000001,19.9754459,405000.0,2.0,37.0,1997.0
Prądnik Biały Wincentego Danka,Kraków,5.0,19730.0,50.0934163,19.9257215,295336.0,1.0,25.46,2020.0
Wilanów Prymasa Augusta Hlonda,Warszawa,1.0,15377.0,52.15849065000001,21.06594441671797,650000.0,2.0,51.04,2011.0
Ursynów,Warszawa,5.0,15077.0,52.141039,21.0323214,954000.0,4.0,90.0,2001.0
Nowa Huta Czyżyny Kamionka,Kraków,0.0,20658.0,50.0647613,20.0099164,375000.0,2.0,44.0,2022.0
Nowa Huta Czyżyny ul. Woźniców,Kraków,3.0,26106.0,50.0469432,19.99715343583669,359840.0,1.0,27.68,2022.0
Krowodrza,Kraków,0.0,29312.0,50.07087985,19.916563118144783,1650000.0,6.0,200.0,1919.0
Podgórze Zabłocie,Kraków,5.0,27230.0,50.0478769,19.961368688357496,469000.0,2.0,39.18,2021.0
Podgórze Duchackie ul. Adama Bochenka,Kraków,0.0,25937.0,50.0109271,19.9742323,331000.0,2.0,35.0,2021.0
Mokotów Górny Mokotów,Warszawa,1.0,12732.0,52.1926848,21.0107885,850000.0,3.0,64.0,1990.0
Prądnik Czerwony,Kraków,2.0,26014.0,50.0859419,19.96660060819073,610000.0,2.0,45.0,2019.0
Mokotów ul. Domaniewska 34B,Warszawa,6.0,9227.0,52.1839266,21.008725,537200.0,1.0,33.54,2022.0
Rembertów Strażacka,Warszawa,1.0,9798.0,52.25860545000001,21.15672555538184,349999.0,3.0,50.0,2022.0
Śródmieście ul. Józefa Brodowicza,Kraków,4.0,22008.0,50.0695618,19.9618462,409000.0,2.0,44.0,1960.0
Śródmieście ul. Grzybowska,Warszawa,3.0,14246.0,52.2357458,20.993720703559504,598000.0,2.0,48.1,1970.0
Dębniki Federowicza,Kraków,2.0,28048.0,50.01424779999999,19.883217,337488.0,2.0,37.92,2021.0
Targówek,Warszawa,5.0,15581.0,52.2751918,21.0580854,480000.0,2.0,50.7,1989.0
Wilanów ul. Augustówka,Warszawa,1.0,13954.0,52.18112960000001,21.08779541306772,299000.0,1.0,28.6,1994.0
Mistrzejowice ul. Piasta Kołodzieja,Kraków,4.0,28355.0,50.0986433,20.0132206,438774.0,2.0,47.18,2020.0
Grunwald Górczyn ul. Ceglana,Poznań,2.0,3483.0,52.3709933,16.863145899999996,849802.0,4.0,80.17,2020.0
wielkopolskie,Poznań,3.0,2181.0,52.4006632,16.919732591780882,230000.0,2.0,30.5,2020.0
Dębniki,Kraków,0.0,25811.0,50.0518611,19.9270367,650000.0,2.0,37.0,1960.0
Bieńczyce Osiedle Kazimierzowskie,Kraków,9.0,26714.0,50.0861204,20.0244875,289000.0,2.0,38.0,1970.0
Ursynów ul. Poloneza,Warszawa,3.0,11424.0,52.1417005,21.0061284,490000.0,3.0,52.0,2020.0
Mokotów,Warszawa,8.0,6589.0,52.19398740000001,21.0457809,485000.0,3.0,46.0,1968.0
Bieżanów-Prokocim Działkowa,Kraków,2.0,26294.0,50.0217917,20.015634,401863.0,3.0,52.19,2020.0
Swoszowice Opatkowice ul. Macieja Dębskiego,Kraków,0.0,19503.0,49.9884929,19.911094,395000.0,2.0,43.5,2017.0
Białołęka,Warszawa,3.0,14377.0,52.3196649,21.0211773,505000.0,3.0,84.0,2006.0
Stare Miasto Kazimierz Bożego Ciała,Kraków,2.0,19637.0,50.04976290000001,19.9448288931872,1499000.0,3.0,98.05,1905.0
Swoszowice Opatkowice,Kraków,2.0,24386.0,49.9918149,19.9130275,400000.0,3.0,50.0,2016.0
Mokotów,Warszawa,0.0,16457.0,52.19398740000001,21.0457809,340000.0,1.0,23.0,1983.0
Żoliborz Potocka,Warszawa,4.0,12640.0,52.2770729,20.98661178868856,1990000.0,5.0,134.0,2020.0
Śródmieście Hoża,Warszawa,3.0,16334.0,52.2240739,21.004453,1650000.0,3.0,96.4,2022.0
Dębniki,Kraków,1.0,20195.0,50.0518611,19.9270367,650000.0,4.0,86.4,1986.0
Ursynów Filipiny Płaskowickiej,Warszawa,2.0,15257.0,52.1424571,21.0256817,769000.0,3.0,77.0,2007.0
Dębniki Kliny-Zacisze bpa. A. Małysiaka,Kraków,2.0,29812.0,49.9988318,19.8938784,470675.0,3.0,70.25,2021.0
Mistrzejowice Bohomolca / os. Oświecenia,Kraków,5.0,18466.0,50.0469432,19.99715343583669,470000.0,3.0,53.5,2008.0
Podgórze,Kraków,0.0,21786.0,50.0430999,19.9529614,320000.0,2.0,46.96,1930.0
Śródmieście Solec,Warszawa,5.0,7270.0,52.2337064,21.0281295,870000.0,2.0,74.77,1938.0
Grunwald ul. Budziszyńska,Poznań,0.0,141.0,52.3932361,16.841194199999997,329098.0,2.0,34.62,2021.0
Wola Jana Krysta,Warszawa,0.0,11897.0,52.2374568,20.9439722,723000.0,3.0,53.5,1961.0
Śródmieście,Warszawa,3.0,18197.0,52.2328098,21.019067,770000.0,2.0,52.0,2008.0
Podgórze Duchackie Wola Duchacka,Kraków,2.0,27395.0,50.0146222,19.953758,399000.0,2.0,44.21,2021.0
Ursynów Wyczółki,Warszawa,3.0,13661.0,52.1599734,20.990916185264226,659000.0,2.0,48.65,2019.0
Podgórze ul. Przemysłowa,Kraków,0.0,18774.0,50.0484555,19.9597783,959000.0,3.0,77.0,2010.0
Stare Miasto Skawińska,Kraków,1.0,28187.0,50.047494,19.941937600000006,402449.0,1.0,27.01,2020.0
Włochy Naukowa,Warszawa,0.0,6287.0,52.2053946,20.9328769,309000.0,2.0,47.0,2003.0
Mistrzejowice,Kraków,4.0,22026.0,50.09742625,20.00960263225891,449000.0,3.0,64.6,1993.0
Mokotów Czerniakowska,Warszawa,4.0,9825.0,52.2214068,21.044671,465000.0,2.0,37.4,1960.0
Wawer Marysin Wawerski,Warszawa,1.0,13027.0,52.2371411,21.1354095,350000.0,2.0,38.0,1967.0
Wilanów Zawady Syta,Warszawa,2.0,11820.0,52.1618721,21.1150151,839800.0,4.0,95.0,2021.0
Stare Miasto Winogrady,Poznań,5.0,4374.0,52.4348647,16.9383531,677790.0,4.0,88.6,2020.0
Grzegórzki ul. płk. Francesco Nullo,Kraków,6.0,18592.0,50.0469432,19.99715343583669,693240.0,3.0,57.77,2022.0
Podgórze Zabłocie Stanisława Klimeckiego,Kraków,2.0,25504.0,50.04922420000001,19.9703793,649000.0,3.0,68.0,2021.0
Zwierzyniec Wola Justowska,Kraków,0.0,20634.0,50.0650619,19.877649,1500000.0,4.0,188.81,2019.0
Stare Miasto Wilczak Wilczak 16 A,Poznań,4.0,2645.0,52.4300916,16.9514725830321,468000.0,3.0,60.0,2020.0
Śródmieście Zajęcza,Warszawa,1.0,18059.0,52.2382865,21.0251236,880000.0,1.0,35.92,2021.0
Targówek,Warszawa,1.0,14245.0,52.2751918,21.0580854,430000.0,1.0,39.6,2002.0
Bemowo Jelonki Lazurowa ,Warszawa,3.0,8057.0,52.2292381,20.9076594187783,669000.0,4.0,68.1,1980.0
Stare Miasto Wilczak,Poznań,5.0,6252.0,52.4303504,16.951087899999994,373320.0,2.0,48.8,2019.0
Podgórze Płaszów Lipska,Kraków,1.0,21978.0,50.0454593,20.0002025,628075.0,3.0,67.9,2021.0
Bemowo,Warszawa,2.0,9534.0,52.2389738,20.913288100000006,785000.0,7.0,86.0,1976.0
Wola Mirów Grzybowska,Warszawa,5.0,10846.0,52.23454200000001,20.99227217551816,1199000.0,3.0,66.63,2009.0
Mokotów Komputerowa,Warszawa,0.0,16405.0,52.17674,20.9922232,394700.0,2.0,33.0,2020.0
Targówek Targówek Mieszkaniowy Goławicka,Warszawa,0.0,7079.0,52.27048900000001,21.0542587,739000.0,4.0,81.9,1976.0
Stare Miasto Garbary,Poznań,4.0,3342.0,52.4035144,16.9330211,637270.0,3.0,66.67,2020.0
Krowodrza Stara Krowodrza,Kraków,4.0,20274.0,50.0788515,19.928968,897600.0,4.0,66.5,2021.0
Nowe Miasto Śródka Sucha,Poznań,3.0,4422.0,52.4246801,16.9788279,491713.0,3.0,70.75,2018.0
Grzegórzki ul. płk. Francesco Nullo,Kraków,7.0,28888.0,50.0469432,19.99715343583669,882074.0,3.0,76.37,2022.0
Śródmieście Żelazna,Kraków,4.0,28642.0,50.0745345,19.9464297,295938.0,1.0,16.2,2021.0
Jeżyce Wola ul. Janusza Meissnera,Poznań,1.0,2899.0,52.4181388,16.8637337,479528.4,3.0,62.52,2022.0
Podgórze Bonarka Puszkarska,Kraków,7.0,22163.0,50.0238506,19.9601831,447763.68,2.0,42.21,2022.0
Stare Miasto Piątkowo os. Stefana Batorego,Poznań,4.0,953.0,52.424027,16.7207052,439000.0,4.0,73.2,1989.0
Bronowice ul. Stelmachów,Kraków,0.0,29571.0,50.1004008,19.8877694,495465.0,3.0,56.95,2021.0
Jeżyce Podolany Jasielska,Poznań,0.0,3971.0,52.44250690000001,16.893565600000002,337735.0,2.0,49.74,2020.0
Mokotów Jadźwingów,Warszawa,0.0,8831.0,52.2319581,21.0067249,690000.0,2.0,56.0,1963.0
Grzegórzki płk. Francesco Nullo,Kraków,4.0,29547.0,50.0596827,19.9674377,664355.0,3.0,57.77,2022.0
Grzegórzki ul. Grzegórzecka,Kraków,7.0,28715.0,50.0587885,19.9500605,1103625.0,3.0,81.75,2020.0
Mokotów Dolny Mokotów Podchorążych,Warszawa,5.0,6516.0,52.2319581,21.0067249,1650000.0,5.0,101.0,2008.0
Dębniki Sandomierska,Kraków,1.0,23153.0,50.0517401,19.931117800000006,1028690.0,3.0,78.94,2015.0
Praga-Południe,Warszawa,1.0,7900.0,52.2373961,21.0712578,518000.0,2.0,43.0,2016.0
Podgórze Duchackie Wola Duchacka,Kraków,4.0,22284.0,50.0146222,19.953758,535568.0,3.0,59.84,2021.0
Stare Miasto ul. Ariańska,Kraków,0.0,20309.0,50.0665539,19.9543352,372801.0,1.0,26.0,2021.0
Nowe Miasto Malta,Poznań,3.0,3804.0,52.40739345,16.979467067544743,299000.0,2.0,40.0,2020.0
Ursynów Związku Walki Młodych ,Warszawa,3.0,9490.0,52.1608918,21.0376685,617400.0,3.0,63.0,1983.0
Prądnik Czerwony ul. Śliczna,Kraków,2.0,29145.0,50.0469432,19.99715343583669,886062.24,4.0,97.67,2021.0
Prądnik Biały Szymona Zimorowicza,Kraków,4.0,18347.0,50.0950503,19.9284425,475000.0,3.0,51.0,2021.0
Bieżanów-Prokocim Wielicka 179,Kraków,4.0,27883.0,50.0102971,20.00857,641456.0,4.0,68.24,2021.0
Podgórze Duchackie Kurdwanów ul. por. Halszki,Kraków,1.0,22644.0,50.0469432,19.99715343583669,539000.0,3.0,66.0,2013.0
Wola ul. Jana Olbrachta,Warszawa,2.0,16634.0,52.2391635,20.9426598,680000.0,4.0,62.3,1965.0
Wilanów ul. Kosiarzy,Warszawa,1.0,14209.0,52.1704345,21.0788637,980000.0,4.0,120.0,2000.0
Nowe Miasto Malta ul. Katowicka,Poznań,0.0,4950.0,52.39734489999999,16.9619394,430695.0,3.0,50.67,2022.0
Targówek,Warszawa,2.0,10493.0,52.2751918,21.0580854,688000.0,3.0,68.7,2012.0
Grunwald Sieradzka 10,Poznań,0.0,644.0,52.3868554,16.8502935,335000.0,1.0,41.4,2001.0
wielkopolskie,Poznań,2.0,4794.0,52.4006632,16.919732591780882,600000.0,4.0,90.0,1900.0
Grzegórzki,Kraków,5.0,24203.0,50.06497215,19.968825516425387,599000.0,2.0,57.36,2000.0
Praga-Północ Stefana Okrzei,Warszawa,1.0,12487.0,52.2504505,21.0332752,1000000.0,3.0,62.0,2020.0
Bieżanów-Prokocim ul. Mariana Domagały,Kraków,1.0,27827.0,50.0219561,20.0509824,324880.0,3.0,52.4,2021.0
Nowa Huta Czyżyny,Kraków,0.0,21740.0,50.0816349,20.016490706002106,548000.0,2.0,53.0,2009.0
Podgórze ul. Stanisława Klimeckiego,Kraków,2.0,24934.0,50.04922420000001,19.9703793,429000.0,1.0,33.28,2021.0
Jeżyce Winiary,Poznań,0.0,2088.0,52.42260185,16.917530008421338,331704.0,1.0,43.46,2020.0
Wola Wolska 165,Warszawa,3.0,8626.0,52.2338232,20.9663932,335000.0,1.0,25.01,2017.0
Prądnik Biały Stefana Banacha,Kraków,0.0,28554.0,50.1015333,19.9640995,507936.0,3.0,65.12,2021.0
Mistrzejowice ul. Piasta Kołodzieja,Kraków,6.0,23381.0,50.0986433,20.0132206,486216.0,3.0,67.53,2022.0
Śródmieście,Warszawa,5.0,10141.0,52.2328098,21.019067,1150000.0,3.0,84.74,1935.0
Bieżanów-Prokocim ul. Mariana Domagały,Kraków,3.0,27833.0,50.0219561,20.0509824,322400.0,3.0,52.0,2021.0
Grzegórzki gen. Józefa Dwernickiego,Kraków,5.0,24624.0,50.0595034,19.9487795,750000.0,2.0,50.0,2002.0
Stare Miasto Centrum Za Bramką,Poznań,1.0,4542.0,52.4006632,16.919732591780882,789000.0,2.0,58.56,2020.0
Wola,Warszawa,4.0,15528.0,52.2362379,20.9547815,429000.0,1.0,31.0,1951.0
Śródmieście,Warszawa,0.0,11539.0,52.2328098,21.019067,799000.0,2.0,46.75,1925.0
Grzegórzki Dąbie,Kraków,3.0,19037.0,50.0587985,19.9758208,435000.0,2.0,44.4,1970.0
Podgórze Wadowicka,Kraków,0.0,25682.0,50.0325186,19.938906600000006,469000.0,2.0,39.48,2020.0
Mistrzejowice ul. Piasta Kołodzieja,Kraków,3.0,23340.0,50.0986433,20.0132206,410184.0,3.0,50.64,2022.0
Ursynów Wyczółki Złoty Potok,Warszawa,0.0,13881.0,52.1789967,21.0334932,449000.0,2.0,40.0,2020.0
Jeżyce ul. św. Wawrzyńca 11,Poznań,6.0,5063.0,52.4201252,16.8956979,283866.0,1.0,27.83,2022.0
Nowe Miasto Rataje,Poznań,8.0,4546.0,52.3901295,16.9535909,895011.0,6.0,112.58,2022.0
Zwierzyniec Wola Justowska Jesionowa,Kraków,0.0,25179.0,50.067974,19.8748544,769940.0,2.0,56.2,2020.0
Mokotów ul. Białego Dębu 1,Warszawa,1.0,7774.0,52.183924,21.042562,1355300.0,4.0,93.64,2021.0
